,lsat,pass_bar,bar
19055,36.0,1.0,b'a Passed 1st time'
19056,35.5,1.0,b'a Passed 1st time'
19057,35.0,1.0,b'a Passed 1st time'
19059,35.0,1.0,b'a Passed 1st time'
19062,32.5,1.0,b'a Passed 1st time'
19063,41.0,1.0,b'a Passed 1st time'
19064,43.0,1.0,b'a Passed 1st time'
19065,36.0,1.0,b'a Passed 1st time'
19067,26.0,0.0,b'c Failed'
19070,40.0,1.0,b'a Passed 1st time'
19071,38.0,1.0,b'a Passed 1st time'
19072,42.0,1.0,b'a Passed 1st time'
19073,37.0,1.0,b'a Passed 1st time'
19074,33.0,0.0,b'c Failed'
19075,40.0,1.0,b'a Passed 1st time'
19076,48.0,1.0,b'a Passed 1st time'
19077,44.0,1.0,b'a Passed 1st time'
19078,42.0,1.0,b'a Passed 1st time'
19079,41.0,1.0,b'a Passed 1st time'
19080,40.0,1.0,b'a Passed 1st time'
19081,37.0,1.0,b'a Passed 1st time'
19083,36.5,1.0,b'a Passed 1st time'
19085,38.0,1.0,b'a Passed 1st time'
19086,48.0,1.0,b'a Passed 1st time'
19088,38.0,1.0,b'a Passed 1st time'
19090,35.5,1.0,b'a Passed 1st time'
19091,30.0,1.0,b'a Passed 1st time'
19092,32.0,0.0,b'c Failed'
19093,31.0,1.0,b'a Passed 1st time'
19094,43.0,1.0,b'a Passed 1st time'
19096,36.0,1.0,b'a Passed 1st time'
19097,43.0,1.0,b'a Passed 1st time'
19098,32.5,1.0,b'a Passed 1st time'
19099,24.0,1.0,b'a Passed 1st time'
19100,37.5,1.0,b'a Passed 1st time'
19101,24.7,1.0,b'a Passed 1st time'
19102,42.0,1.0,b'a Passed 1st time'
19103,37.0,1.0,b'b Passed 2nd time'
19104,32.0,1.0,b'b Passed 2nd time'
19105,31.0,1.0,b'a Passed 1st time'
19106,41.5,1.0,b'a Passed 1st time'
19108,39.0,1.0,b'a Passed 1st time'
19109,33.0,1.0,b'a Passed 1st time'
19110,32.0,1.0,b'a Passed 1st time'
19113,36.0,0.0,b'c Failed'
19114,33.0,1.0,b'b Passed 2nd time'
19115,33.0,1.0,b'a Passed 1st time'
19116,47.0,1.0,b'a Passed 1st time'
19117,45.0,1.0,b'a Passed 1st time'
19118,37.0,1.0,b'a Passed 1st time'
19119,27.0,1.0,b'a Passed 1st time'
19120,35.0,1.0,b'a Passed 1st time'
19121,35.0,1.0,b'a Passed 1st time'
19122,21.0,0.0,b'c Failed'
19123,37.0,1.0,b'a Passed 1st time'
19124,32.0,1.0,b'a Passed 1st time'
19125,33.0,1.0,b'a Passed 1st time'
19126,30.0,1.0,b'a Passed 1st time'
19128,47.0,1.0,b'a Passed 1st time'
19130,33.0,1.0,b'a Passed 1st time'
19131,46.0,1.0,b'a Passed 1st time'
19134,40.0,1.0,b'a Passed 1st time'
19135,41.0,1.0,b'a Passed 1st time'
19136,37.0,1.0,b'a Passed 1st time'
19137,37.0,1.0,b'a Passed 1st time'
19138,29.0,1.0,b'b Passed 2nd time'
19139,33.0,1.0,b'a Passed 1st time'
19140,33.5,1.0,b'a Passed 1st time'
19141,39.0,1.0,b'a Passed 1st time'
19143,17.5,1.0,b'a Passed 1st time'
19145,45.0,1.0,b'a Passed 1st time'
19146,43.0,1.0,b'a Passed 1st time'
19147,40.0,1.0,b'a Passed 1st time'
19148,35.0,1.0,b'a Passed 1st time'
19149,35.0,1.0,b'a Passed 1st time'
19150,42.0,1.0,b'a Passed 1st time'
19151,35.0,1.0,b'a Passed 1st time'
19152,47.0,1.0,b'a Passed 1st time'
19154,25.0,1.0,b'a Passed 1st time'
19155,31.0,0.0,b'c Failed'
19156,29.0,1.0,b'a Passed 1st time'
19160,40.0,1.0,b'a Passed 1st time'
19162,45.0,1.0,b'a Passed 1st time'
19163,39.0,1.0,b'a Passed 1st time'
19164,39.0,1.0,b'a Passed 1st time'
19165,32.5,1.0,b'b Passed 2nd time'
19167,27.7,1.0,b'a Passed 1st time'
19168,43.0,1.0,b'a Passed 1st time'
19169,35.0,1.0,b'a Passed 1st time'
19170,22.0,1.0,b'a Passed 1st time'
19171,40.0,1.0,b'a Passed 1st time'
19172,38.0,1.0,b'a Passed 1st time'
19174,41.0,1.0,b'a Passed 1st time'
19175,38.0,1.0,b'a Passed 1st time'
19176,38.0,1.0,b'a Passed 1st time'
19177,39.0,1.0,b'a Passed 1st time'
19178,34.0,1.0,b'a Passed 1st time'
19179,38.0,1.0,b'a Passed 1st time'
19180,37.0,1.0,b'a Passed 1st time'
19181,37.0,1.0,b'a Passed 1st time'
19182,32.5,1.0,b'a Passed 1st time'
19183,35.0,1.0,b'a Passed 1st time'
19185,36.0,1.0,b'a Passed 1st time'
19186,32.0,1.0,b'a Passed 1st time'
19187,33.0,1.0,b'a Passed 1st time'
19188,32.0,1.0,b'a Passed 1st time'
19189,42.0,1.0,b'a Passed 1st time'
19191,35.0,1.0,b'a Passed 1st time'
19192,39.0,1.0,b'a Passed 1st time'
19193,36.0,1.0,b'a Passed 1st time'
19194,37.0,1.0,b'a Passed 1st time'
19195,38.0,1.0,b'a Passed 1st time'
19197,34.0,1.0,b'a Passed 1st time'
19198,43.0,1.0,b'a Passed 1st time'
19199,36.0,1.0,b'a Passed 1st time'
19200,43.0,1.0,b'a Passed 1st time'
19201,38.0,1.0,b'a Passed 1st time'
19202,39.0,1.0,b'a Passed 1st time'
19203,32.0,1.0,b'a Passed 1st time'
19204,45.0,1.0,b'a Passed 1st time'
19206,45.0,1.0,b'a Passed 1st time'
19207,45.0,1.0,b'a Passed 1st time'
19208,40.0,1.0,b'a Passed 1st time'
19209,40.0,1.0,b'a Passed 1st time'
19210,46.0,1.0,b'a Passed 1st time'
19211,27.5,1.0,b'a Passed 1st time'
19212,35.0,1.0,b'a Passed 1st time'
19213,40.0,1.0,b'a Passed 1st time'
19214,47.0,1.0,b'a Passed 1st time'
19215,29.0,1.0,b'a Passed 1st time'
19216,43.0,1.0,b'a Passed 1st time'
19217,32.5,1.0,b'a Passed 1st time'
19218,32.0,1.0,b'a Passed 1st time'
19219,34.0,1.0,b'a Passed 1st time'
19220,36.0,1.0,b'a Passed 1st time'
19221,29.0,1.0,b'a Passed 1st time'
19223,38.0,1.0,b'a Passed 1st time'
19224,31.5,1.0,b'a Passed 1st time'
19225,32.0,1.0,b'a Passed 1st time'
19226,26.3,1.0,b'b Passed 2nd time'
19227,42.0,1.0,b'a Passed 1st time'
19228,42.0,1.0,b'a Passed 1st time'
19229,38.0,1.0,b'a Passed 1st time'
19231,44.0,1.0,b'a Passed 1st time'
19232,34.0,1.0,b'a Passed 1st time'
19233,43.0,1.0,b'a Passed 1st time'
19234,40.0,1.0,b'a Passed 1st time'
19235,33.0,1.0,b'a Passed 1st time'
19236,36.0,1.0,b'a Passed 1st time'
19237,37.0,1.0,b'a Passed 1st time'
19238,34.0,1.0,b'a Passed 1st time'
19239,22.5,1.0,b'b Passed 2nd time'
19240,31.0,1.0,b'a Passed 1st time'
19241,34.0,1.0,b'a Passed 1st time'
19242,40.0,1.0,b'b Passed 2nd time'
19243,36.0,1.0,b'a Passed 1st time'
19244,37.0,1.0,b'b Passed 2nd time'
19245,28.0,1.0,b'a Passed 1st time'
19246,40.0,1.0,b'a Passed 1st time'
19247,41.0,1.0,b'a Passed 1st time'
19250,33.0,1.0,b'a Passed 1st time'
19251,31.5,1.0,b'a Passed 1st time'
19252,39.0,1.0,b'b Passed 2nd time'
19253,46.0,1.0,b'a Passed 1st time'
19254,43.0,1.0,b'a Passed 1st time'
19256,34.0,1.0,b'a Passed 1st time'
19257,43.5,1.0,b'a Passed 1st time'
19258,34.0,1.0,b'a Passed 1st time'
19260,36.0,1.0,b'a Passed 1st time'
19261,35.0,1.0,b'a Passed 1st time'
19264,38.0,1.0,b'a Passed 1st time'
19266,30.0,1.0,b'b Passed 2nd time'
19267,32.0,1.0,b'b Passed 2nd time'
19269,40.0,1.0,b'a Passed 1st time'
19270,44.0,1.0,b'a Passed 1st time'
19273,35.0,1.0,b'b Passed 2nd time'
19274,36.0,1.0,b'a Passed 1st time'
19275,31.0,1.0,b'a Passed 1st time'
19276,42.0,1.0,b'a Passed 1st time'
19278,28.0,1.0,b'a Passed 1st time'
19279,39.0,1.0,b'b Passed 2nd time'
19280,35.0,1.0,b'a Passed 1st time'
19281,39.0,1.0,b'a Passed 1st time'
19282,47.0,1.0,b'a Passed 1st time'
19283,42.0,1.0,b'a Passed 1st time'
19284,37.0,1.0,b'a Passed 1st time'
19285,37.0,1.0,b'a Passed 1st time'
19286,44.0,1.0,b'a Passed 1st time'
19287,33.0,1.0,b'a Passed 1st time'
19288,27.0,1.0,b'a Passed 1st time'
19289,40.0,1.0,b'a Passed 1st time'
19290,37.0,1.0,b'a Passed 1st time'
19292,40.0,1.0,b'a Passed 1st time'
19293,38.0,1.0,b'a Passed 1st time'
19294,39.0,1.0,b'a Passed 1st time'
19295,39.0,1.0,b'a Passed 1st time'
19296,37.0,1.0,b'a Passed 1st time'
19298,41.0,1.0,b'a Passed 1st time'
19299,36.0,1.0,b'a Passed 1st time'
19300,44.0,1.0,b'a Passed 1st time'
19301,39.0,1.0,b'a Passed 1st time'
19303,33.0,1.0,b'a Passed 1st time'
19304,38.0,1.0,b'a Passed 1st time'
19305,38.5,1.0,b'b Passed 2nd time'
19306,47.0,1.0,b'a Passed 1st time'
19307,39.0,1.0,b'a Passed 1st time'
19308,29.0,1.0,b'a Passed 1st time'
19309,37.0,1.0,b'b Passed 2nd time'
19310,41.0,1.0,b'a Passed 1st time'
19311,39.0,1.0,b'a Passed 1st time'
19312,46.0,1.0,b'a Passed 1st time'
19313,37.0,1.0,b'a Passed 1st time'
19314,46.0,1.0,b'a Passed 1st time'
19315,45.0,1.0,b'a Passed 1st time'
19316,37.5,1.0,b'a Passed 1st time'
19317,36.0,1.0,b'a Passed 1st time'
19318,,1.0,b'a Passed 1st time'
19319,39.0,1.0,b'a Passed 1st time'
19320,44.0,1.0,b'a Passed 1st time'
19321,38.0,1.0,b'a Passed 1st time'
19322,35.0,1.0,b'a Passed 1st time'
19323,32.0,1.0,b'a Passed 1st time'
19324,40.0,1.0,b'a Passed 1st time'
19326,35.0,1.0,b'a Passed 1st time'
19327,42.0,1.0,b'a Passed 1st time'
19328,30.0,1.0,b'a Passed 1st time'
19329,47.0,1.0,b'a Passed 1st time'
19330,44.0,1.0,b'a Passed 1st time'
19331,42.0,1.0,b'a Passed 1st time'
19332,40.0,1.0,b'a Passed 1st time'
19333,39.0,1.0,b'a Passed 1st time'
19334,,1.0,b'a Passed 1st time'
19336,30.5,1.0,b'a Passed 1st time'
19338,42.0,1.0,b'a Passed 1st time'
19340,44.0,1.0,b'a Passed 1st time'
19342,23.0,1.0,b'a Passed 1st time'
19343,31.0,0.0,b'c Failed'
19345,32.5,1.0,b'a Passed 1st time'
19346,29.0,1.0,b'b Passed 2nd time'
19349,42.0,1.0,b'a Passed 1st time'
19350,37.0,1.0,b'a Passed 1st time'
19351,31.0,1.0,b'a Passed 1st time'
19352,29.0,1.0,b'a Passed 1st time'
19353,31.5,1.0,b'a Passed 1st time'
19354,42.0,1.0,b'a Passed 1st time'
19356,32.0,1.0,b'a Passed 1st time'
19358,38.0,1.0,b'a Passed 1st time'
19359,31.0,0.0,b'c Failed'
19360,33.5,1.0,b'a Passed 1st time'
19361,35.0,1.0,b'a Passed 1st time'
19362,46.0,1.0,b'a Passed 1st time'
19363,34.0,1.0,b'a Passed 1st time'
19364,27.5,1.0,b'a Passed 1st time'
19365,44.0,1.0,b'a Passed 1st time'
19366,33.0,1.0,b'a Passed 1st time'
19368,33.0,1.0,b'a Passed 1st time'
19369,33.0,1.0,b'a Passed 1st time'
19370,42.0,1.0,b'a Passed 1st time'
19372,30.0,1.0,b'a Passed 1st time'
19375,40.0,1.0,b'a Passed 1st time'
19376,34.0,1.0,b'a Passed 1st time'
19377,43.0,1.0,b'a Passed 1st time'
19378,29.0,1.0,b'a Passed 1st time'
19379,35.0,1.0,b'a Passed 1st time'
19380,32.0,1.0,b'a Passed 1st time'
19381,33.0,1.0,b'a Passed 1st time'
19382,32.0,1.0,b'a Passed 1st time'
19383,37.0,1.0,b'a Passed 1st time'
19384,44.0,1.0,b'a Passed 1st time'
19385,46.0,1.0,b'a Passed 1st time'
19386,46.0,1.0,b'a Passed 1st time'
19387,43.0,1.0,b'a Passed 1st time'
19388,32.0,1.0,b'a Passed 1st time'
19390,27.0,1.0,b'a Passed 1st time'
19391,46.0,1.0,b'a Passed 1st time'
19392,48.0,1.0,b'a Passed 1st time'
19393,38.0,1.0,b'a Passed 1st time'
19394,33.0,1.0,b'a Passed 1st time'
19395,40.0,1.0,b'a Passed 1st time'
19396,41.0,1.0,b'a Passed 1st time'
19397,40.0,1.0,b'a Passed 1st time'
19399,42.0,1.0,b'a Passed 1st time'
19400,31.0,1.0,b'a Passed 1st time'
19401,37.0,1.0,b'a Passed 1st time'
19402,35.0,1.0,b'a Passed 1st time'
19403,41.0,1.0,b'a Passed 1st time'
19404,30.0,1.0,b'a Passed 1st time'
19405,28.0,1.0,b'a Passed 1st time'
19406,41.0,1.0,b'a Passed 1st time'
19407,40.0,1.0,b'a Passed 1st time'
19408,30.5,1.0,b'a Passed 1st time'
19410,41.0,1.0,b'b Passed 2nd time'
19411,30.5,1.0,b'a Passed 1st time'
19412,34.0,1.0,b'a Passed 1st time'
19413,34.0,1.0,b'a Passed 1st time'
19415,44.0,1.0,b'a Passed 1st time'
19416,41.0,1.0,b'a Passed 1st time'
19417,30.0,1.0,b'a Passed 1st time'
19418,39.0,1.0,b'a Passed 1st time'
19419,36.0,1.0,b'a Passed 1st time'
19420,48.0,1.0,b'a Passed 1st time'
19421,38.0,1.0,b'a Passed 1st time'
19423,35.0,1.0,b'a Passed 1st time'
19425,33.0,1.0,b'a Passed 1st time'
19426,43.0,1.0,b'a Passed 1st time'
19427,36.5,1.0,b'a Passed 1st time'
19428,35.0,1.0,b'b Passed 2nd time'
19429,37.0,1.0,b'a Passed 1st time'
19430,32.0,1.0,b'a Passed 1st time'
19431,36.0,1.0,b'b Passed 2nd time'
19434,39.0,1.0,b'a Passed 1st time'
19435,29.5,1.0,b'a Passed 1st time'
19436,44.0,1.0,b'a Passed 1st time'
19437,39.0,1.0,b'a Passed 1st time'
19438,35.0,0.0,b'c Failed'
19439,43.0,1.0,b'a Passed 1st time'
19440,43.0,1.0,b'a Passed 1st time'
19441,28.5,1.0,b'a Passed 1st time'
19442,43.0,1.0,b'a Passed 1st time'
19443,47.0,1.0,b'a Passed 1st time'
19444,36.0,1.0,b'a Passed 1st time'
19445,32.0,1.0,b'a Passed 1st time'
19446,37.0,1.0,b'a Passed 1st time'
19447,33.0,1.0,b'a Passed 1st time'
19449,37.0,1.0,b'a Passed 1st time'
19450,30.0,1.0,b'a Passed 1st time'
19451,40.0,1.0,b'a Passed 1st time'
19452,41.0,1.0,b'b Passed 2nd time'
19454,48.0,1.0,b'a Passed 1st time'
19455,36.0,1.0,b'a Passed 1st time'
19456,33.0,1.0,b'a Passed 1st time'
19457,36.0,1.0,b'a Passed 1st time'
19459,34.0,1.0,b'a Passed 1st time'
19461,48.0,1.0,b'a Passed 1st time'
19462,45.0,1.0,b'a Passed 1st time'
19463,43.0,1.0,b'a Passed 1st time'
19464,30.0,1.0,b'a Passed 1st time'
19465,39.0,1.0,b'a Passed 1st time'
19466,41.0,1.0,b'a Passed 1st time'
19468,34.0,1.0,b'a Passed 1st time'
19469,41.0,1.0,b'a Passed 1st time'
19470,35.5,1.0,b'a Passed 1st time'
19471,36.0,1.0,b'a Passed 1st time'
19472,30.0,1.0,b'a Passed 1st time'
19473,36.0,1.0,b'a Passed 1st time'
19474,40.0,1.0,b'a Passed 1st time'
19475,44.0,1.0,b'a Passed 1st time'
19476,30.0,1.0,b'b Passed 2nd time'
19477,37.0,1.0,b'a Passed 1st time'
19478,42.0,1.0,b'b Passed 2nd time'
19479,29.0,1.0,b'a Passed 1st time'
19481,31.0,1.0,b'a Passed 1st time'
19482,30.0,0.0,b'c Failed'
19485,34.0,1.0,b'a Passed 1st time'
19487,32.0,1.0,b'a Passed 1st time'
19488,34.0,1.0,b'a Passed 1st time'
19490,24.5,1.0,b'a Passed 1st time'
19491,34.0,1.0,b'a Passed 1st time'
19492,37.5,1.0,b'a Passed 1st time'
19493,48.0,1.0,b'a Passed 1st time'
19494,31.0,1.0,b'a Passed 1st time'
19495,40.0,1.0,b'a Passed 1st time'
19496,37.0,1.0,b'a Passed 1st time'
19497,41.0,1.0,b'a Passed 1st time'
19498,36.0,1.0,b'a Passed 1st time'
19499,31.0,0.0,b'c Failed'
19501,40.0,1.0,b'a Passed 1st time'
19502,34.0,1.0,b'a Passed 1st time'
19503,33.0,1.0,b'a Passed 1st time'
19504,35.0,1.0,b'a Passed 1st time'
19505,27.5,1.0,b'a Passed 1st time'
19506,27.5,1.0,b'a Passed 1st time'
19507,38.0,1.0,b'a Passed 1st time'
19508,42.0,1.0,b'a Passed 1st time'
19509,38.0,1.0,b'a Passed 1st time'
19510,37.0,1.0,b'a Passed 1st time'
19511,46.0,1.0,b'a Passed 1st time'
19512,36.0,0.0,b'c Failed'
19513,40.0,1.0,b'a Passed 1st time'
19514,36.5,1.0,b'a Passed 1st time'
19515,34.0,1.0,b'a Passed 1st time'
19516,28.5,0.0,b'c Failed'
19519,44.0,1.0,b'a Passed 1st time'
19520,40.0,1.0,b'a Passed 1st time'
19521,35.0,1.0,b'a Passed 1st time'
19522,35.0,1.0,b'b Passed 2nd time'
19523,41.0,1.0,b'a Passed 1st time'
19524,39.0,1.0,b'a Passed 1st time'
19525,29.0,1.0,b'a Passed 1st time'
19526,43.0,1.0,b'a Passed 1st time'
19527,31.5,1.0,b'a Passed 1st time'
19528,33.0,1.0,b'a Passed 1st time'
19529,33.0,1.0,b'a Passed 1st time'
19531,30.7,1.0,b'a Passed 1st time'
19532,37.0,1.0,b'a Passed 1st time'
19533,32.0,1.0,b'b Passed 2nd time'
19534,38.0,1.0,b'a Passed 1st time'
19535,29.0,0.0,b'c Failed'
19536,30.0,1.0,b'a Passed 1st time'
19537,39.0,1.0,b'a Passed 1st time'
19538,33.0,1.0,b'a Passed 1st time'
19541,39.0,1.0,b'a Passed 1st time'
19542,40.0,1.0,b'a Passed 1st time'
19543,33.0,1.0,b'a Passed 1st time'
19544,36.0,1.0,b'a Passed 1st time'
19545,41.0,1.0,b'a Passed 1st time'
19546,34.0,1.0,b'a Passed 1st time'
19548,35.0,1.0,b'a Passed 1st time'
19549,29.0,1.0,b'a Passed 1st time'
19551,38.0,1.0,b'b Passed 2nd time'
19552,38.0,1.0,b'a Passed 1st time'
19554,22.0,1.0,b'a Passed 1st time'
19556,29.0,1.0,b'b Passed 2nd time'
19557,39.0,1.0,b'a Passed 1st time'
19558,37.5,1.0,b'a Passed 1st time'
19559,40.0,1.0,b'a Passed 1st time'
19560,36.0,1.0,b'a Passed 1st time'
19561,39.0,0.0,b'c Failed'
19563,42.0,1.0,b'a Passed 1st time'
19564,41.0,1.0,b'a Passed 1st time'
19565,34.0,1.0,b'a Passed 1st time'
19567,38.0,1.0,b'a Passed 1st time'
19569,38.0,1.0,b'a Passed 1st time'
19570,41.0,1.0,b'a Passed 1st time'
19571,32.5,1.0,b'a Passed 1st time'
19572,37.0,1.0,b'b Passed 2nd time'
19573,37.0,1.0,b'a Passed 1st time'
19575,39.0,1.0,b'a Passed 1st time'
19576,41.0,1.0,b'a Passed 1st time'
19577,46.0,1.0,b'a Passed 1st time'
19579,33.5,1.0,b'a Passed 1st time'
19580,35.0,1.0,b'a Passed 1st time'
19581,41.0,1.0,b'a Passed 1st time'
19582,25.0,1.0,b'a Passed 1st time'
19583,34.0,1.0,b'b Passed 2nd time'
19585,37.0,1.0,b'a Passed 1st time'
19587,35.0,1.0,b'a Passed 1st time'
19588,34.0,1.0,b'a Passed 1st time'
19589,40.0,1.0,b'a Passed 1st time'
19590,34.0,1.0,b'a Passed 1st time'
19591,40.0,1.0,b'a Passed 1st time'
19592,35.0,1.0,b'a Passed 1st time'
19593,39.0,1.0,b'a Passed 1st time'
19594,41.0,1.0,b'a Passed 1st time'
19595,38.0,1.0,b'a Passed 1st time'
19596,46.0,1.0,b'a Passed 1st time'
19597,46.0,1.0,b'a Passed 1st time'
19599,34.0,1.0,b'a Passed 1st time'
19600,42.0,1.0,b'a Passed 1st time'
19601,42.0,1.0,b'a Passed 1st time'
19602,33.5,1.0,b'a Passed 1st time'
19603,38.0,1.0,b'a Passed 1st time'
19604,33.0,1.0,b'a Passed 1st time'
19605,39.0,1.0,b'a Passed 1st time'
19606,,1.0,b'a Passed 1st time'
19607,32.0,1.0,b'a Passed 1st time'
19609,39.0,1.0,b'a Passed 1st time'
19610,31.0,1.0,b'a Passed 1st time'
19611,34.0,1.0,b'a Passed 1st time'
19613,43.0,1.0,b'a Passed 1st time'
19614,39.0,1.0,b'a Passed 1st time'
19615,22.0,0.0,b'c Failed'
19617,32.0,1.0,b'a Passed 1st time'
19618,42.0,1.0,b'a Passed 1st time'
19619,33.0,1.0,b'a Passed 1st time'
19620,40.0,1.0,b'a Passed 1st time'
19621,35.0,1.0,b'a Passed 1st time'
19622,41.0,1.0,b'a Passed 1st time'
19623,48.0,1.0,b'a Passed 1st time'
19625,41.0,1.0,b'a Passed 1st time'
19626,25.7,1.0,b'b Passed 2nd time'
19627,30.5,1.0,b'a Passed 1st time'
19628,43.0,1.0,b'a Passed 1st time'
19629,35.0,0.0,b'c Failed'
19630,42.0,1.0,b'a Passed 1st time'
19631,41.0,1.0,b'a Passed 1st time'
19632,33.0,1.0,b'a Passed 1st time'
19633,38.0,1.0,b'a Passed 1st time'
19634,33.5,1.0,b'a Passed 1st time'
19635,34.0,1.0,b'a Passed 1st time'
19636,40.0,1.0,b'a Passed 1st time'
19637,45.0,1.0,b'a Passed 1st time'
19638,41.0,1.0,b'a Passed 1st time'
19641,19.7,0.0,b'c Failed'
19642,42.0,1.0,b'a Passed 1st time'
19643,36.0,1.0,b'a Passed 1st time'
19644,29.0,0.0,b'c Failed'
19645,36.0,1.0,b'a Passed 1st time'
19646,32.0,1.0,b'b Passed 2nd time'
19647,32.0,1.0,b'a Passed 1st time'
19648,37.0,1.0,b'a Passed 1st time'
19649,41.0,1.0,b'a Passed 1st time'
19650,44.0,1.0,b'a Passed 1st time'
19651,24.0,1.0,b'b Passed 2nd time'
19652,43.0,1.0,b'a Passed 1st time'
19653,41.0,1.0,b'a Passed 1st time'
19654,33.0,1.0,b'a Passed 1st time'
19655,41.0,1.0,b'a Passed 1st time'
19656,31.0,1.0,b'a Passed 1st time'
19657,31.0,1.0,b'a Passed 1st time'
19658,32.0,1.0,b'a Passed 1st time'
19659,36.0,1.0,b'a Passed 1st time'
19660,33.0,1.0,b'b Passed 2nd time'
19661,41.0,1.0,b'a Passed 1st time'
19662,31.0,0.0,b'c Failed'
19663,35.0,1.0,b'a Passed 1st time'
19664,37.0,0.0,b'c Failed'
19665,33.5,1.0,b'a Passed 1st time'
19668,35.0,1.0,b'a Passed 1st time'
19669,35.0,1.0,b'a Passed 1st time'
19670,,1.0,b'a Passed 1st time'
19671,32.0,1.0,b'a Passed 1st time'
19672,32.0,1.0,b'a Passed 1st time'
19673,36.0,1.0,b'b Passed 2nd time'
19674,44.0,1.0,b'a Passed 1st time'
19675,36.0,1.0,b'a Passed 1st time'
19677,44.0,1.0,b'a Passed 1st time'
19678,34.0,1.0,b'a Passed 1st time'
19679,34.0,1.0,b'a Passed 1st time'
19680,35.5,1.0,b'a Passed 1st time'
19681,43.0,1.0,b'a Passed 1st time'
19682,40.0,1.0,b'a Passed 1st time'
19684,31.0,1.0,b'a Passed 1st time'
19685,37.0,1.0,b'a Passed 1st time'
19687,34.5,1.0,b'a Passed 1st time'
19688,30.0,0.0,b'c Failed'
19689,33.0,1.0,b'a Passed 1st time'
19690,35.0,1.0,b'a Passed 1st time'
19691,29.0,1.0,b'a Passed 1st time'
19692,35.0,1.0,b'a Passed 1st time'
19693,31.0,1.0,b'a Passed 1st time'
19694,42.0,1.0,b'a Passed 1st time'
19697,38.0,1.0,b'b Passed 2nd time'
19698,37.0,1.0,b'a Passed 1st time'
19699,34.0,1.0,b'a Passed 1st time'
19700,37.0,1.0,b'a Passed 1st time'
19702,44.0,1.0,b'a Passed 1st time'
19703,33.0,1.0,b'a Passed 1st time'
19704,39.0,1.0,b'a Passed 1st time'
19705,42.0,1.0,b'a Passed 1st time'
19706,42.0,1.0,b'b Passed 2nd time'
19708,34.0,1.0,b'a Passed 1st time'
19709,40.0,1.0,b'a Passed 1st time'
19711,46.0,1.0,b'a Passed 1st time'
19712,23.0,1.0,b'a Passed 1st time'
19713,31.0,1.0,b'a Passed 1st time'
19714,35.0,1.0,b'a Passed 1st time'
19715,43.0,1.0,b'a Passed 1st time'
19716,39.0,1.0,b'a Passed 1st time'
19717,48.0,1.0,b'a Passed 1st time'
19718,38.0,1.0,b'a Passed 1st time'
19720,45.0,1.0,b'a Passed 1st time'
19721,42.0,1.0,b'a Passed 1st time'
19723,37.0,1.0,b'a Passed 1st time'
19724,38.5,1.0,b'a Passed 1st time'
19725,35.0,1.0,b'a Passed 1st time'
19728,33.0,1.0,b'a Passed 1st time'
19729,33.0,1.0,b'a Passed 1st time'
19730,45.5,1.0,b'a Passed 1st time'
19731,36.3,1.0,b'b Passed 2nd time'
19733,39.0,1.0,b'a Passed 1st time'
19735,32.0,1.0,b'a Passed 1st time'
19737,38.0,1.0,b'a Passed 1st time'
19738,36.0,1.0,b'a Passed 1st time'
19739,39.0,1.0,b'a Passed 1st time'
19740,39.0,1.0,b'a Passed 1st time'
19742,30.5,1.0,b'a Passed 1st time'
19743,28.0,1.0,b'b Passed 2nd time'
19744,37.0,1.0,b'a Passed 1st time'
19745,31.5,1.0,b'a Passed 1st time'
19747,21.0,1.0,b'a Passed 1st time'
19749,32.5,1.0,b'a Passed 1st time'
19751,22.0,1.0,b'b Passed 2nd time'
19752,32.0,1.0,b'b Passed 2nd time'
19754,46.0,1.0,b'a Passed 1st time'
19755,43.0,1.0,b'a Passed 1st time'
19757,40.0,1.0,b'a Passed 1st time'
19759,37.0,1.0,b'a Passed 1st time'
19760,32.0,1.0,b'a Passed 1st time'
19761,45.0,1.0,b'a Passed 1st time'
19762,35.0,1.0,b'a Passed 1st time'
19763,33.5,1.0,b'a Passed 1st time'
19764,41.0,1.0,b'a Passed 1st time'
19765,29.5,1.0,b'a Passed 1st time'
19766,41.0,1.0,b'a Passed 1st time'
19767,29.0,0.0,b'c Failed'
19768,39.3,1.0,b'a Passed 1st time'
19769,42.0,1.0,b'a Passed 1st time'
19770,47.0,1.0,b'a Passed 1st time'
19771,32.0,1.0,b'a Passed 1st time'
19773,29.0,1.0,b'a Passed 1st time'
19774,44.5,1.0,b'a Passed 1st time'
19775,46.0,1.0,b'b Passed 2nd time'
19777,21.0,1.0,b'a Passed 1st time'
19778,32.0,1.0,b'a Passed 1st time'
19779,36.0,1.0,b'a Passed 1st time'
19781,40.0,1.0,b'a Passed 1st time'
19782,35.0,1.0,b'a Passed 1st time'
19783,44.0,1.0,b'a Passed 1st time'
19784,39.0,1.0,b'a Passed 1st time'
19785,42.0,1.0,b'a Passed 1st time'
19786,38.0,1.0,b'a Passed 1st time'
19787,36.0,1.0,b'a Passed 1st time'
19789,37.0,1.0,b'a Passed 1st time'
19790,35.0,1.0,b'a Passed 1st time'
19791,37.5,0.0,b'c Failed'
19792,39.0,1.0,b'a Passed 1st time'
19793,31.0,1.0,b'b Passed 2nd time'
19794,36.0,1.0,b'a Passed 1st time'
19795,25.0,1.0,b'b Passed 2nd time'
